Date,Team,Opp,BO,Pos,divider,PA,H,2B,3B,HR,R,RBI,SB,CS,BB%,K%,ISO,BABIP,EV,AVG,OBP,SLG,wOBA,wRC+,type,G,AB,1B,BB,IBB,SO,HBP,SF,SH,GDP,BB/K,OPS,Spd,wSB,wRC,wRAA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,GB,FB,LD,IFFB,IFH,BU,BUH,Balls,Strikes,Pitches,LA,Barrels,Barrel%,WPA,#NAME?,#NAME?,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,Events,maxEV,HardHit,HardHit%
2023.6.9,SDP,@COL,7,2B,,5,1,0,0,0,0,1,0,0,20.00%,20.00%,0,0.333,80.6,0.25,0.4,0.25,0.316,102,0,1,4,1,1,0,1,0,0,0,0,1,0.65,0.1,,1,0,1,33.30%,33.30%,33.30%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,1,1,1,0,0,0,0,10,14,24,18.3,0,0.00%,0,-0.03,0.03,0.05,0,0.35,,0,-0.03,0.03,90.7,21.70%,87.4,,,8.70%,78,30.40%,81.9,,,,,4.20%,0.3,-0.3,,0,0,,,2.97,-5.81,,-1.13,-0.18,,,21.40%,77.80%,43.50%,100.00%,85.70%,90.00%,39.10%,40.00%,4.20%,3,90.7,0,0.00%
2023.6.7,SDP,SEA,7,SS,,5,1,0,0,0,1,0,0,0,0.00%,60.00%,0,0.5,78.2,0.2,0.2,0.2,0.177,9,0,1,5,1,0,0,3,0,0,0,0,0,0.4,2.6,,0,-0.6,1,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,1,0,0,0,0,6,12,18,13.7,0,0.00%,-0.05,-0.05,0,-0.68,-0.07,0.3,,0,-0.05,-0.11,96.1,27.80%,89,5.60%,85,,,,,,,,,,-0.2,-0.3,-0.2,,,,,-1.27,-5.03,-18.32,,,,,46.70%,100.00%,55.60%,28.60%,33.30%,30.00%,16.70%,80.00%,38.90%,2,80.5,0,0.00%
2023.6.6,SDP,SEA,1,SS,,4,0,0,0,0,0,0,0,0,0.00%,25.00%,0,0,90.5,0,0,0,0,-100,0,1,3,0,0,0,1,0,0,1,0,0,0,0.1,,-1,-1.1,2,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,33.30%,33.30%,0.00%,66.70%,33.30%,2,0,0,0,0,1,0,7,11,18,-12.3,0,0.00%,-0.08,-0.08,0,-0.67,-0.07,1.37,,0,-0.08,0.02,96.5,33.30%,87.5,,,5.60%,82,,,,,,,,-0.7,-0.2,,0,,,,-6.63,-3.07,,3.64,,,,11.10%,44.40%,27.80%,100.00%,100.00%,100.00%,50.00%,,0.00%,3,93.3,0,0.00%
2023.6.5,SDP,CHC,8,SS,,4,1,0,0,0,0,0,0,0,25.00%,25.00%,0,0.5,95.5,0.333,0.5,0.333,0.395,155,0,1,3,1,1,0,1,0,0,0,0,1,0.833,0.1,,1,0.3,2,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,100.00%,2,0,0,0,2,0,0,9,6,15,1.8,0,0.00%,0.07,0,0.07,1.36,0.15,0.28,,0,0.1,0.14,89.4,6.70%,81,6.70%,89,6.70%,73,6.70%,82,,,,,,1.1,0.1,0.1,0,-0.2,,,9.68,5.8,11.86,-4.16,-23.86,,,0.00%,66.70%,26.70%,,75.00%,75.00%,40.00%,50.00%,6.70%,2,104.5,1,50.00%
2023.6.4,SDP,CHC,6,SS,,4,0,0,0,0,0,0,0,0,0.00%,50.00%,0,0,74.9,0,0,0,0,-100,0,1,4,0,0,0,2,0,0,0,0,0,0,0.1,,-1,-1.1,2,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,50.00%,50.00%,0.00%,2,0,0,0,0,0,0,3,11,14,-15.1,0,0.00%,-0.03,-0.03,0,-0.88,-0.09,0.33,,0,-0.1,0,91.4,28.60%,85,,,21.40%,82.7,,,,,,,,-0.6,-0.2,,-0.3,,,,-8.72,-5.74,,-9.29,,,,42.90%,42.90%,42.90%,33.30%,100.00%,66.70%,50.00%,100.00%,14.30%,2,74.9,0,0.00%
2023.6.3,SDP,CHC,7,2B-SS,,4,2,1,0,0,1,0,1,0,25.00%,0.00%,0.5,1,87.8,1,1,1.5,0.941,521,0,1,2,1,1,0,0,0,0,1,0,1,2.5,6.5,,3,2.1,1,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,66.70%,0.00%,33.30%,33.30%,33.30%,33.30%,1,1,0,0,0,1,0,8,8,16,29.4,0,0.00%,0.04,0,0.04,1.3,0.14,0.61,,0,0.16,-0.09,94.5,,,6.30%,89,12.50%,78.5,,,,,,,,1.2,,0,0.2,,,,9.34,,2.69,8.38,,,,11.10%,57.10%,31.30%,100.00%,100.00%,100.00%,43.80%,75.00%,0.00%,3,106.7,1,33.30%
2023.6.2,SDP,CHC,8,PR-2B,,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023.6.1,SDP,@MIA,1,3B-SS,,5,1,1,0,0,2,0,1,0,20.00%,20.00%,0.25,0.333,91.8,0.25,0.4,0.5,0.388,150,0,1,4,0,1,0,1,0,0,0,0,1,0.9,7.5,,1,0.3,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,66.70%,33.30%,0,3,0,0,0,0,0,10,11,21,35.5,0,0.00%,0.08,-0.03,0.11,0.73,0.07,0.69,,0,0.05,0.07,96.2,28.60%,83.8,,,4.80%,84,9.50%,86.5,4.80%,88,,,,0.5,0,,0.1,-0.4,0,,4.62,-0.25,,10.15,-17.61,4.6,,8.30%,44.40%,23.80%,100.00%,50.00%,60.00%,42.90%,60.00%,9.50%,3,95.9,2,66.70%
2023.5.31,SDP,@MIA,1,3B,,4,0,0,0,0,0,0,1,0,25.00%,25.00%,0,0,97.8,0,0.25,0,0.174,7,0,1,3,0,1,0,1,0,0,0,0,1,0.25,5,,0,-0.5,2,0.00%,100.00%,0.00%,0.00%,0.00%,50.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,2,0,0,0,1,0,0,7,9,16,-1,0,0.00%,-0.02,-0.07,0.05,-0.26,-0.03,0.75,,0,0,-0.02,92.1,25.00%,83.8,18.80%,87.7,,,6.30%,83,,,,,,0.3,0,-0.1,,0,,,3.61,0.45,-2.66,,3.64,,,25.00%,50.00%,37.50%,0.00%,75.00%,50.00%,50.00%,50.00%,18.80%,2,101.5,1,50.00%
2023.5.30,SDP,@MIA,9,3B,,5,1,0,0,0,2,1,1,0,40.00%,0.00%,0,0.333,77.1,0.5,0.6,0.5,0.455,195,0,1,2,1,2,0,0,0,1,0,0,2,1.1,7.1,,1,0.6,2,0.00%,66.70%,33.30%,0.00%,0.00%,50.00%,0.00%,66.70%,33.30%,0.00%,33.30%,66.70%,0.00%,2,1,0,0,1,0,0,10,10,20,1.1,0,0.00%,0.15,-0.02,0.17,0.77,0.08,1.16,,0,0.1,0.03,96.6,45.00%,86.3,,,,,10.00%,91,,,,,,0.6,0.1,,,0,,,6.29,1.35,,,1.5,,,7.70%,42.90%,20.00%,100.00%,100.00%,100.00%,35.00%,80.00%,0.00%,3,86.5,0,0.00%
2023.5.28,SDP,@NYY,6,3B,,4,1,0,0,0,3,0,1,0,50.00%,25.00%,0,1,93.9,0.5,0.75,0.5,0.569,272,0,1,2,1,2,0,1,0,0,0,0,2,1.25,7.1,,1,0.8,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0,0,1,0,0,0,0,13,13,26,17.8,0,0.00%,0.1,0,0.1,1.08,0.11,0.66,,0,0.12,0.02,96.6,23.10%,89,,,15.40%,83,,,,,,,,0.5,-0.2,,0.5,,,,3.25,-2.73,,12.4,,,,0.00%,42.90%,23.10%,,100.00%,100.00%,53.80%,50.00%,0.00%,1,93.9,0,0.00%
2023.5.27,SDP,@NYY,8,SS,,4,1,0,0,0,0,1,0,0,25.00%,25.00%,0,0.5,100.4,0.333,0.5,0.333,0.395,155,0,1,3,1,1,0,1,0,0,0,0,1,0.833,0.1,,1,0.3,2,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,50.00%,2,0,0,0,0,0,0,8,7,15,-0.6,0,0.00%,0.18,-0.05,0.23,1.03,0.11,1.38,,0,0.05,0.08,97.2,13.30%,86,,,,,13.30%,91,,,,,,0.3,0.1,,,-0.1,,,2.91,4.12,,,-5.48,,,11.10%,66.70%,33.30%,100.00%,100.00%,100.00%,40.00%,50.00%,0.00%,2,105.6,2,100.00%
2023.5.25,SDP,@WSN,7,3B,,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,0,,,94.5,,,,,,,,,,,,,,0,,,,,,,-0.73,,,,,,,50.00%,,50.00%,100.00%,,100.00%,,,0.00%,0,,,
2023.5.24,SDP,@WSN,8,3B,,3,1,0,0,1,1,1,0,0,0.00%,0.00%,1,0,85.7,0.333,0.333,1.333,0.668,338,0,1,3,0,0,0,0,0,0,0,0,0,1.667,0.1,,1,0.9,1,33.30%,33.30%,33.30%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,66.70%,33.30%,1,1,1,0,0,0,0,3,16,19,12.2,1,33.30%,0.03,-0.06,0.09,0.5,0.05,1.01,,0,0.04,-0.01,92.9,5.30%,82,,,10.50%,80.5,15.80%,92,,,,,,0.9,-0.1,,0,0,,,7.19,-5.63,,0,-0.59,,,28.60%,83.30%,63.20%,100.00%,100.00%,100.00%,63.20%,66.70%,0.00%,3,104.9,1,33.30%
2023.5.23,SDP,@WSN,2,3B,,5,1,0,0,0,0,0,0,0,0.00%,20.00%,0,0.25,83.5,0.2,0.2,0.2,0.177,9,0,1,5,1,0,0,1,0,0,0,0,0,0.4,0.1,,0,-0.6,0.5,25.00%,25.00%,50.00%,0.00%,0.00%,0.00%,0.00%,50.00%,25.00%,25.00%,25.00%,75.00%,0.00%,1,2,1,0,0,0,0,7,15,22,20.7,0,0.00%,-0.1,-0.11,0.01,-0.88,-0.09,0.81,,0,-0.07,-0.06,96.1,13.60%,87.3,4.50%,90,9.10%,85,,,,,,,,0.1,-0.3,-0.2,-0.1,,,,0.35,-9.39,-22.29,-5.48,,,,30.00%,66.70%,50.00%,66.70%,87.50%,81.80%,54.50%,60.00%,9.10%,4,96.9,1,25.00%
2023.5.21,SDP,BOS,6,3B,,4,1,0,0,0,1,0,0,0,0.00%,50.00%,0,0.5,75,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,2,0,0,0,0,0,0.5,2.6,,0,-0.3,1,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,50.00%,50.00%,0.00%,1,0,1,0,0,0,0,6,12,18,-5.6,0,0.00%,-0.06,-0.06,0,-0.72,-0.08,0.57,,0,-0.02,-0.09,93.2,11.10%,86,22.20%,88.8,5.60%,81,5.60%,82,,,,,,0.1,0,-0.3,0,-0.2,,,1.41,-0.51,-6.9,3.64,-19.99,,,25.00%,60.00%,44.40%,50.00%,83.30%,75.00%,55.60%,50.00%,11.10%,2,93.7,0,0.00%
2023.5.20,SDP,BOS,2,3B,,4,1,1,0,0,0,0,0,0,0.00%,25.00%,0.25,0.333,87.5,0.25,0.25,0.5,0.311,99,0,1,4,0,0,0,1,0,0,0,0,0,0.75,0.1,,0,0,1,33.30%,33.30%,33.30%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,0.00%,66.70%,33.30%,1,1,1,0,0,0,0,4,12,16,19.2,0,0.00%,0.04,-0.05,0.09,0.14,0.01,0.88,,0,-0.01,0.05,95.4,18.80%,80.3,6.30%,92,,,,,,,,,,0.5,-0.4,-0.1,,,,,3.79,-12.44,-6.42,,,,,57.10%,44.40%,50.00%,75.00%,75.00%,75.00%,56.30%,75.00%,12.50%,3,94.4,0,0.00%
2023.5.19,SDP,BOS,2,3B,,4,1,0,0,0,0,0,0,0,0.00%,25.00%,0,0.333,92.7,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,1,0,0,0,0,0,0.5,0.1,,0,-0.3,0,33.30%,0.00%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,0.00%,66.70%,33.30%,0,2,1,0,0,0,0,6,16,22,20.6,0,0.00%,0,-0.02,0.02,-0.2,-0.02,0.35,,0,-0.03,0.05,96.4,4.50%,85,13.60%,85.7,18.20%,81.3,,,,,,,,-0.6,-0.2,0.5,0.1,,,,-4.55,-24.98,16.03,1.79,,,,22.20%,61.50%,45.50%,100.00%,75.00%,80.00%,59.10%,25.00%,9.10%,3,97.7,1,33.30%
2023.5.17,SDP,KCR,6,3B,,5,2,0,0,0,1,0,0,0,40.00%,0.00%,0,0.667,84.2,0.667,0.8,0.667,0.631,314,0,1,3,2,2,0,0,0,0,0,0,2,1.467,1.1,,2,1.3,2,33.30%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,0.00%,33.30%,33.30%,33.30%,2,0,1,0,0,0,0,11,11,22,4.9,0,0.00%,0.19,-0.04,0.23,1.5,0.16,1.69,,0,0.12,-0.01,95.2,22.70%,85.4,,,18.20%,78.3,,,4.50%,89,,,,0.7,0.7,,-0.1,,0,,5.95,14.74,,-3.23,,4.6,,13.30%,42.90%,22.70%,100.00%,100.00%,100.00%,31.80%,60.00%,0.00%,3,99.7,1,33.30%
2023.5.16,SDP,KCR,7,3B,,4,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,87.1,0,0,0,0,-100,0,1,3,0,0,0,0,0,1,0,1,0,0,0.1,,-1,-1.1,0.33,0.00%,25.00%,75.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,50.00%,1,3,0,0,0,0,0,7,10,17,20.7,0,0.00%,-0.11,-0.13,0.01,-0.75,-0.08,1.64,,0,-0.08,0.02,92.5,41.20%,85.9,,,11.80%,77.5,,,,,,,,-0.7,-0.7,,0,,,,-8.18,-10.02,,-0.73,,,,12.50%,55.60%,35.30%,0.00%,100.00%,83.30%,52.90%,75.00%,5.90%,4,103.8,2,50.00%
2023.5.15,SDP,KCR,7,2B-3B,,4,1,0,0,0,0,1,0,0,0.00%,25.00%,0,0.333,82.7,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,1,0,0,0,0,0,0.5,0.1,,0,-0.3,0.5,0.00%,33.30%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,66.70%,0.00%,100.00%,0.00%,1,2,0,0,0,0,0,9,10,19,32.4,0,0.00%,-0.02,-0.03,0.02,0.41,0.04,0.44,,0,-0.02,-0.02,93.8,63.20%,83.9,,,5.30%,84,,,,,,,,-0.4,-0.5,,0.6,,,,-6.47,-4.05,,55.24,,,,9.10%,37.50%,21.10%,100.00%,66.70%,75.00%,42.10%,25.00%,5.30%,3,90.7,0,0.00%
2023.5.14,SDP,@LAD,7,2B,,3,0,0,0,0,0,0,0,0,0.00%,66.70%,0,0,95.9,0,0,0,0,-100,0,1,3,0,0,0,2,0,0,0,0,0,0,0.1,,0,-0.8,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0,0,1,0,0,0,0,6,15,21,8.6,0,0.00%,-0.04,-0.04,0,-0.44,-0.05,0.57,,0,-0.08,0,94.8,23.80%,86.6,,,9.50%,82.5,4.80%,90,19.00%,84,,,,-0.7,0,,0.1,0,-0.3,,-8.05,0.13,,6.14,2.69,-7.03,,35.70%,85.70%,52.40%,80.00%,100.00%,90.90%,33.30%,66.70%,4.80%,1,95.9,1,100.00%
2023.5.13,SDP,@LAD,7,2B,,3,1,0,0,1,1,1,0,0,0.00%,33.30%,1,0,94.7,0.333,0.333,1.333,0.668,338,0,1,3,0,0,0,1,0,0,0,0,0,1.667,0.1,,1,0.9,0,0.00%,0.00%,100.00%,0.00%,50.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0,2,0,0,0,0,0,5,12,17,35.5,1,50.00%,0.05,-0.04,0.09,0.66,0.07,0.68,,0,0.19,-0.11,93.9,5.90%,86,,,29.40%,80.6,11.80%,87,,,,,,-0.1,0,,-0.5,1.4,,,-0.85,0,,-9.63,70.19,,,37.50%,44.40%,41.20%,66.70%,100.00%,85.70%,52.90%,66.70%,5.90%,2,108.5,1,50.00%
2023.5.12,SDP,@LAD,7,SS,,4,1,1,0,0,0,2,0,0,0.00%,25.00%,0.25,0.333,96.7,0.25,0.25,0.5,0.311,99,0,1,4,0,0,0,1,0,0,0,0,0,0.75,0.1,,0,0,2,33.30%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,33.30%,66.70%,2,0,1,0,0,0,0,8,9,17,-5.9,0,0.00%,0.19,-0.1,0.29,1,0.1,1.58,,0,0.03,0.09,96,17.60%,85.3,,,23.50%,86.8,,,,,,,,0,-0.2,,0.2,,,,0.37,-5.2,,4.12,,,,20.00%,85.70%,47.10%,100.00%,83.30%,87.50%,41.20%,,5.90%,3,106.1,2,66.70%
2023.5.11,SDP,@MIN,7,3B,,3,0,0,0,0,0,0,0,0,0.00%,66.70%,0,0,89.9,0,0,0,0,-100,0,1,3,0,0,0,2,0,0,0,0,0,0,0.1,,0,-0.8,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0,1,0,0,0,0,0,4,8,12,52.3,0,0.00%,-0.07,-0.07,0,-0.72,-0.07,0.93,,0,-0.08,0,92.7,41.70%,85,,,,,,,,,,,,-0.4,-0.4,,,,,,-5.63,-8.32,,,,,,20.00%,28.60%,25.00%,0.00%,100.00%,66.70%,58.30%,66.70%,8.30%,1,89.9,0,0.00%
2023.5.9,SDP,@MIN,7,2B,,4,2,0,0,0,1,0,1,0,0.00%,25.00%,0,0.667,76.8,0.5,0.5,0.5,0.441,186,0,1,4,2,0,0,1,0,0,0,0,0,1,7.5,,1,0.4,1,33.30%,33.30%,33.30%,0.00%,0.00%,100.00%,0.00%,66.70%,0.00%,33.30%,33.30%,66.70%,0.00%,1,1,1,0,1,0,0,6,15,21,5.4,0,0.00%,0.1,-0.05,0.15,0.35,0.04,1.39,,0,0.03,0.04,95.4,33.30%,85.1,,,,,,,,,,,,-0.4,0.8,,,,,,-2.93,11.62,,,,,,36.40%,50.00%,42.90%,100.00%,80.00%,88.90%,47.60%,100.00%,4.80%,3,90.1,0,0.00%
2023.5.7,SDP,LAD,7,2B,,4,2,0,0,0,0,0,0,0,0.00%,0.00%,0,0.5,69.2,0.5,0.5,0.5,0.441,186,0,1,4,2,0,0,0,0,0,0,0,0,1,0.1,,1,0.4,0.33,0.00%,25.00%,75.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,75.00%,0.00%,25.00%,1,3,0,0,1,0,0,3,12,15,8,0,0.00%,-0.04,-0.07,0.03,-0.05,0,1.03,,0,0,-0.03,95.1,20.00%,86.7,,,6.70%,83,26.70%,87.5,,,,,,0.2,-0.4,,0,0.5,,,2.71,-11.91,,3.64,13.72,,,50.00%,71.40%,60.00%,100.00%,80.00%,88.90%,46.70%,50.00%,6.70%,4,94.8,0,0.00%
2023.5.6,SDP,LAD,7,2B,,4,0,0,0,0,0,0,0,0,0.00%,75.00%,0,0,76.9,0,0,0,0,-100,0,1,4,0,0,0,3,0,0,0,0,0,0,0.1,,-1,-1.1,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0,1,0,0,0,0,0,5,11,16,43.7,0,0.00%,-0.23,-0.23,0,-1.11,-0.12,2.4,,0,-0.1,0,96.4,25.00%,85.8,,,,,,,,,,,,-0.9,-0.2,,,,,,-7.7,-4.12,,,,,,22.20%,57.10%,37.50%,50.00%,75.00%,66.70%,43.80%,75.00%,12.50%,1,76.9,0,0.00%
2023.5.5,SDP,LAD,7,2B,,4,1,0,0,0,0,1,0,1,50.00%,0.00%,0,0.5,72,0.5,0.75,0.5,0.569,272,0,1,2,1,2,0,0,0,0,0,1,2,1.25,2.1,,1,0.8,2,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,50.00%,50.00%,0.00%,2,0,0,0,0,0,0,12,8,20,-19.1,0,0.00%,-0.03,-0.13,0.11,0.43,0.05,1.27,,0,0.01,-0.03,91.1,45.00%,85.8,,,5.00%,74,,,10.00%,86.5,,,,0.3,-0.1,,0,,0.1,,3.81,-1.11,,0,,5.27,,15.40%,28.60%,20.00%,50.00%,100.00%,75.00%,35.00%,50.00%,5.00%,2,77.7,0,0.00%
2023.5.3,SDP,CIN,7,3B,,4,0,0,0,0,1,0,0,0,25.00%,25.00%,0,0,78.3,0,0.25,0,0.174,7,0,1,3,0,1,0,1,0,0,0,0,1,0.25,2.6,,0,-0.5,1,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,50.00%,50.00%,0.00%,1,1,0,0,0,0,0,11,13,24,27.9,0,0.00%,0.03,-0.03,0.06,-0.53,-0.06,0.69,,0,-0.04,0.09,92.8,29.20%,82.4,,,8.30%,82,8.30%,86.5,,,,,,-0.4,0,,-0.2,0,,,-2.7,0.68,,-9.38,2.26,,,29.40%,57.10%,37.50%,80.00%,100.00%,88.90%,29.20%,25.00%,4.20%,2,94.3,0,0.00%
2023.5.2,SDP,CIN,7,SS,,4,1,0,0,0,0,0,0,0,50.00%,0.00%,0,0.5,86.2,0.5,0.75,0.5,0.569,272,0,1,2,1,2,0,0,0,0,0,0,2,1.25,0.1,,1,0.8,0,50.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0,1,1,0,0,0,0,9,8,17,31.4,0,0.00%,0.03,-0.05,0.08,0.25,0.03,1.05,,0,0.08,-0.05,97.3,35.30%,88,41.20%,94.6,,,,,,,,,,0.4,0.2,0.3,,,,,10.3,2.71,3.99,,,,,9.10%,83.30%,35.30%,100.00%,100.00%,100.00%,35.30%,50.00%,0.00%,2,86.6,0,0.00%
2023.5.1,SDP,CIN,7,2B,,4,2,1,0,1,2,3,0,0,0.00%,25.00%,1,0.5,101.1,0.5,0.5,1.5,0.812,435,0,1,4,0,0,0,1,0,0,0,0,0,2,2.6,,2,1.6,1,33.30%,33.30%,33.30%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,1,1,1,0,0,0,0,6,12,18,11.8,0,0.00%,0.37,-0.04,0.41,2.6,0.28,1.22,,0,0.16,0.14,93,,,5.60%,89,11.10%,82.5,33.30%,86,,,,,,0.3,,0,0.1,1.1,,,3.87,,-4.16,4.72,19.12,,,0.00%,60.00%,33.30%,,83.30%,83.30%,55.60%,50.00%,5.60%,3,107.9,2,66.70%
2023.4.30,SDP,SFG,7,PR-2B,,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023.4.29,SDP,SFG,7,2B,,5,0,0,0,0,1,0,1,0,20.00%,40.00%,0,0,83.9,0,0.2,0,0.139,-16,0,1,4,0,1,0,2,0,0,0,0,0.5,0.2,7.5,,0,-0.7,1,0.00%,50.00%,50.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,50.00%,50.00%,0.00%,1,1,0,1,0,0,0,8,13,21,36.7,0,0.00%,-0.04,-0.1,0.06,-0.33,-0.04,0.83,,0,-0.02,-0.02,93.6,52.40%,83.6,,,,,4.80%,87,,,,,,0,-0.8,,,0.1,,,0.08,-7.17,,,5.8,,,26.70%,66.70%,38.10%,25.00%,100.00%,62.50%,28.60%,80.00%,14.30%,2,84.9,0,0.00%
2023.4.27,SDP,@CHC,8,2B,,4,1,0,0,0,0,0,1,0,25.00%,0.00%,0,0.333,83.7,0.333,0.5,0.333,0.395,155,0,1,3,1,1,0,0,0,0,0,0,1,0.833,5,,1,0.3,1,33.30%,33.30%,33.30%,0.00%,0.00%,0.00%,0.00%,66.70%,0.00%,33.30%,0.00%,100.00%,0.00%,1,1,1,0,0,0,0,7,9,16,7.2,0,0.00%,-0.01,-0.1,0.09,-0.02,0,1.42,,0,0.05,-0.06,91.8,18.80%,84.3,12.50%,87.5,6.30%,74,,,,,,,,0.6,-0.3,0,0,,,,5.65,-9.72,-1.8,-4.16,,,,20.00%,33.30%,25.00%,100.00%,100.00%,100.00%,37.50%,75.00%,0.00%,3,96.7,1,33.30%
2023.4.26,SDP,@CHC,7,2B,,4,2,0,0,0,2,0,2,0,25.00%,0.00%,0,0.667,93.2,0.667,0.75,0.667,0.615,303,0,1,3,2,1,0,0,0,0,0,0,1,1.417,7.5,,1,1,2,0.00%,66.70%,33.30%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,66.70%,0.00%,33.30%,66.70%,2,1,0,0,0,0,0,7,20,27,11.5,1,33.30%,0.1,-0.03,0.12,0.93,0.09,1.14,,0,0.08,0.01,91.1,14.80%,85.8,3.70%,86,11.10%,78,,,,,,,,0.2,0.5,0,0.3,,,,1.2,11.84,2.69,9.21,,,,23.10%,71.40%,48.10%,100.00%,100.00%,100.00%,51.90%,75.00%,0.00%,3,102.3,2,66.70%
2023.4.25,SDP,@CHC,6,2B,,4,1,0,0,0,0,0,0,0,0.00%,0.00%,0,0.25,91.7,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,0,0,0,0,0,0,0.5,0.1,,0,-0.3,2,25.00%,50.00%,25.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,75.00%,25.00%,2,1,1,0,0,0,0,7,14,21,8,0,0.00%,-0.07,-0.07,0,-0.25,-0.02,0.68,,0,-0.04,-0.06,92.8,9.50%,84.5,4.80%,88,,,,,19.00%,85.8,,,,-0.7,0.6,-0.1,,,-0.2,,-4.7,31.94,-6.42,,,-3.94,,33.30%,88.90%,57.10%,75.00%,100.00%,91.70%,42.90%,50.00%,4.80%,4,93.7,0,0.00%
