Date,Team,Opp,BO,Pos,divider,PA,H,2B,3B,HR,R,RBI,SB,CS,BB%,K%,ISO,BABIP,EV,AVG,OBP,SLG,wOBA,wRC+,type,G,AB,1B,BB,IBB,SO,HBP,SF,SH,GDP,BB/K,OPS,Spd,wSB,wRC,wRAA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,GB,FB,LD,IFFB,IFH,BU,BUH,Balls,Strikes,Pitches,LA,Barrels,Barrel%,WPA,#NAME?,#NAME?,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,Events,maxEV,HardHit,HardHit%
2023.8.2,NYY,TBR,2,DH,,4,1,0,0,0,0,0,0,0,0.00%,0.00%,0,0.25,102.1,0.25,0.25,0.25,0.221,36,0,1,4,1,0,0,0,0,0,0,0,0,0.5,0.1,,0,-0.3,0,50.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,25.00%,25.00%,50.00%,0.00%,25.00%,75.00%,0,2,2,0,0,0,0,6,14,20,16.8,1,25.00%,-0.05,-0.06,0,-0.68,-0.07,0.6,,0,-0.05,-0.03,95.3,25.00%,83.6,5.00%,88,10.00%,85,,,30.00%,88.3,,,,-0.6,-0.2,0.5,0,,0,,-9.61,-4.5,47.35,-0.14,,-0.46,,38.50%,100.00%,60.00%,100.00%,71.40%,83.30%,35.00%,75.00%,10.00%,4,108.5,3,75.00%
2023.8.1,NYY,TBR,2,DH,,4,1,0,0,0,0,0,0,0,0.00%,0.00%,0,0.25,98.2,0.25,0.25,0.25,0.221,36,0,1,4,1,0,0,0,0,0,0,0,0,0.5,0.1,,0,-0.3,0.5,25.00%,25.00%,50.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,50.00%,1,2,1,0,0,0,0,4,6,10,14.5,2,50.00%,-0.01,-0.04,0.02,-0.65,-0.07,0.5,,0,-0.05,0.02,93,20.00%,80,50.00%,87.4,20.00%,77,,,,,,,,0.5,-0.2,-0.5,-0.1,,,,48.81,-11.87,-9.14,-3.69,,,,20.00%,80.00%,50.00%,100.00%,75.00%,80.00%,50.00%,75.00%,10.00%,4,115.5,3,75.00%
2023.7.31,NYY,TBR,2,DH,,4,0,0,0,0,0,0,0,0,75.00%,25.00%,0,0,,0,0.75,0,0.522,245,0,1,1,0,3,0,1,0,0,0,0,3,0.75,0.1,,1,0.7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,0,0,0,0,0,0,0,13,7,20,,0,,0.05,-0.02,0.07,0.69,0.07,0.61,,0,0.1,-0.01,97.4,35.00%,89.6,,,5.00%,82,,,,,,,,0.7,0,,0,,,,5.95,-0.57,,2.69,,,,6.70%,20.00%,10.00%,0.00%,100.00%,50.00%,25.00%,25.00%,5.00%,0,,0,
2023.7.29,NYY,@BAL,2,RF,,5,3,0,0,1,2,2,0,0,0.00%,20.00%,0.6,0.667,102.2,0.6,0.6,1.2,0.754,406,0,1,5,2,0,0,1,0,0,0,0,0,1.8,2.6,,2,1.8,0,25.00%,0.00%,75.00%,0.00%,33.30%,0.00%,0.00%,25.00%,75.00%,0.00%,0.00%,25.00%,75.00%,0,3,1,0,0,0,0,6,10,16,24.5,2,50.00%,0.22,-0.02,0.24,1.82,0.19,0.65,,0,0.16,0.18,93.5,31.30%,85.8,,,6.30%,73,25.00%,83.5,,,,,,1.9,-0.2,,0,0.2,,,30.92,-4.45,,-4.16,5.05,,,22.20%,57.10%,37.50%,50.00%,75.00%,66.70%,43.80%,60.00%,12.50%,4,111.6,3,75.00%
2023.7.28,NYY,@BAL,2,DH,,4,0,0,0,0,0,0,0,0,75.00%,0.00%,0,0,104.4,0,0.75,0,0.522,245,0,1,1,0,3,0,0,0,0,0,0,3,0.75,0.1,,1,0.7,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0,0,1,0,0,0,0,12,7,19,15.7,0,0.00%,0.07,-0.02,0.09,0.43,0.04,0.96,,0,0.06,0.01,98.7,26.30%,85.2,5.30%,87,,,31.60%,86.7,,,,,,-0.1,0.3,0,,0.5,,,-1.4,6.09,4.6,,7.51,,,7.70%,66.70%,26.30%,100.00%,50.00%,60.00%,31.60%,100.00%,10.50%,1,104.4,1,100.00%
2023.6.3,NYY,@LAD,2,RF,,4,1,0,0,1,1,1,0,0,25.00%,25.00%,1,0,102.4,0.333,0.5,1.333,0.675,351,0,1,3,0,1,0,1,0,0,0,0,1,1.833,0.1,,2,1.2,0,50.00%,0.00%,50.00%,0.00%,100.00%,0.00%,0.00%,50.00%,0.00%,50.00%,0.00%,50.00%,50.00%,0,1,1,0,0,0,0,7,11,18,26.8,1,50.00%,0.04,-0.03,0.06,0.86,0.09,0.43,,0,0.1,-0.02,96.2,50.00%,85.6,,,5.60%,79,,,11.10%,88.5,,,,0.1,0.8,,-0.1,,0.4,,1.49,8.59,,-7.16,,18.89,,22.20%,88.90%,55.60%,0.00%,62.50%,50.00%,50.00%,50.00%,27.80%,2,113.7,1,50.00%
2023.6.2,NYY,@LAD,2,RF,,4,0,0,0,0,0,0,0,0,0.00%,50.00%,0,0,85.4,0,0,0,0,-100,0,1,4,0,0,0,2,0,0,0,1,0,0,0.1,,-1,-1.1,1,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,100.00%,0.00%,1,0,1,0,0,0,0,6,9,15,7.6,0,0.00%,-0.09,-0.09,0,-1.48,-0.15,0.56,,0,-0.13,-0.04,91.7,46.70%,85.3,,,6.70%,75,,,,,,,,-0.9,-0.9,,0.1,,,,-12.5,-12.58,,8.63,,,,20.00%,80.00%,40.00%,0.00%,75.00%,50.00%,33.30%,75.00%,20.00%,2,92.9,0,0.00%
2023.5.31,NYY,@SEA,2,DH,,4,0,0,0,0,0,0,0,0,25.00%,25.00%,0,0,110.2,0,0.25,0,0,-100,0,1,3,0,1,1,1,0,0,0,0,1,0.25,0.1,,-1,-1.1,1,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,1,1,0,0,0,0,0,8,9,17,23.7,1,50.00%,-0.06,-0.09,0.03,-0.6,-0.06,1.3,,0,-0.05,0,97,29.40%,85.6,,,29.40%,81.8,,,,,,,,-0.6,0.1,,-0.3,,,,-8.05,1.96,,-6.04,,,,0.00%,70.00%,41.20%,,57.10%,57.10%,58.80%,25.00%,17.60%,2,111.2,2,100.00%
2023.5.30,NYY,@SEA,2,RF,,5,1,0,0,1,2,1,0,0,40.00%,40.00%,1,0,106.3,0.333,0.6,1.333,0.679,354,0,1,3,0,2,0,2,0,0,0,0,1,1.933,2.6,,2,1.5,0,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,1,0,0,0,0,0,13,15,28,37.6,1,100.00%,0.05,-0.01,0.07,1.6,0.17,0.42,,0,0.17,-0.04,95.3,42.90%,86.5,,,10.70%,81,7.10%,80,25.00%,85.6,,,,1.3,0.1,,0.3,-0.1,-0.1,,32.28,0.52,,10.7,-3.21,-1.73,,11.80%,81.80%,39.30%,50.00%,77.80%,72.70%,39.30%,100.00%,10.70%,1,106.3,1,100.00%
2023.5.29,NYY,@SEA,2,RF,,5,3,1,0,2,3,3,0,0,20.00%,0.00%,1.75,0.5,99.5,0.75,0.8,2.5,1.19,708,0,1,4,0,1,0,0,0,0,0,0,1,3.3,2.6,,4,3.6,0,25.00%,0.00%,75.00%,33.30%,66.70%,0.00%,0.00%,75.00%,25.00%,0.00%,25.00%,0.00%,75.00%,0,3,1,1,0,0,0,9,11,20,37,2,50.00%,0.28,-0.02,0.29,3.68,0.39,0.71,,0,0.38,0.01,94,5.00%,86,15.00%,88.7,25.00%,80.6,30.00%,86,,,,,,1.2,0,0.3,0.7,1.4,,,23.5,2.69,9.04,13.74,24.17,,,23.10%,71.40%,40.00%,66.70%,100.00%,87.50%,35.00%,80.00%,5.00%,4,116.9,3,75.00%
2023.5.28,NYY,SDP,2,RF,,4,2,0,0,1,2,2,0,0,0.00%,50.00%,0.75,1,110.8,0.5,0.5,1.25,0.722,383,0,1,4,1,0,0,2,0,0,0,0,0,1.75,2.6,,2,1.3,1,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,1,1,0,0,0,0,0,2,10,12,24.4,1,50.00%,0.16,-0.01,0.17,1.33,0.14,0.77,,0,0.15,0.06,94.6,,,16.70%,92,8.30%,73,16.70%,87,,,,,,0,,1.4,0,-0.1,,,0.2,,72.01,-4.16,-5.37,,,71.40%,60.00%,66.70%,60.00%,66.70%,62.50%,41.70%,50.00%,25.00%,2,111.1,2,100.00%
2023.5.27,NYY,SDP,2,DH,,4,1,0,0,0,1,0,0,0,0.00%,25.00%,0,0.333,106.7,0.25,0.25,0.25,0.221,36,0,1,4,1,0,0,1,0,0,0,1,0,0.5,2.6,,0,-0.3,1,33.30%,33.30%,33.30%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,0.00%,0.00%,0.00%,100.00%,1,1,1,0,0,0,0,4,8,12,21.3,1,33.30%,-0.18,-0.2,0.02,-0.72,-0.07,1.22,,0,-0.07,-0.08,92,,,25.00%,88.7,16.70%,83.5,25.00%,82,,,,,,0.2,,0.1,-0.8,-0.3,,,3.94,,2.48,-40.16,-9.82,,,50.00%,33.30%,41.70%,33.30%,100.00%,60.00%,50.00%,50.00%,16.70%,3,114.6,3,100.00%
2023.5.26,NYY,SDP,2,RF,,4,1,1,0,0,0,0,0,0,0.00%,75.00%,0.25,1,92.3,0.25,0.25,0.5,0.311,99,0,1,4,0,0,0,3,0,0,0,0,0,0.75,0.1,,0,0,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,1,0,0,0,0,0,5,10,15,25.9,0,0.00%,0.02,-0.05,0.07,0.4,0.04,0.75,,0,0,0.03,93.8,21.40%,83.3,14.30%,91,14.30%,82.5,21.40%,88,,,,,,-0.5,-0.1,0,-0.3,0.8,,,-12.93,-1.97,-1.33,-13.35,26.29,,,25.00%,83.30%,50.00%,0.00%,80.00%,57.10%,42.90%,75.00%,20.00%,1,92.3,0,0.00%
2023.5.25,NYY,BAL,2,RF,,4,0,0,0,0,1,0,0,0,25.00%,25.00%,0,0,98.6,0,0.25,0,0.174,4,0,1,3,0,1,0,1,0,0,0,0,1,0.25,2.6,,0,-0.5,1,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,50.00%,1,0,1,0,0,0,0,5,8,13,1.8,0,0.00%,-0.05,-0.1,0.05,-0.44,-0.05,1.24,,0,-0.02,-0.02,94.1,7.70%,83,,,,,7.70%,92,,,,,,-0.3,-0.2,,,0.1,,,-3.02,-19.99,,,8.63,,,16.70%,71.40%,46.20%,100.00%,60.00%,66.70%,53.80%,75.00%,15.40%,2,101.6,2,100.00%
2023.5.24,NYY,BAL,2,RF,,5,0,0,0,0,0,0,0,0,60.00%,0.00%,0,0,90.6,0,0.6,0,0.418,173,0,1,2,0,3,0,0,0,0,0,0,3,0.6,0.1,,1,0.4,0,0.00%,0.00%,100.00%,50.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,50.00%,0.00%,50.00%,0,2,0,1,0,0,0,15,10,25,51.6,0,0.00%,0.03,-0.02,0.05,0.38,0.04,0.56,,0,0.07,-0.02,95.5,12.00%,84.7,24.00%,88.7,8.00%,73,12.00%,85.3,,,,,23.50%,0.4,0.1,0.3,-0.3,-0.1,,,3.78,3.72,4.58,-13.22,-3.32,,,5.60%,57.10%,20.00%,100.00%,100.00%,100.00%,28.00%,40.00%,0.00%,2,101.7,1,50.00%
2023.5.23,NYY,BAL,2,RF,,5,1,0,0,1,1,1,0,0,20.00%,0.00%,0.75,0,96.5,0.25,0.4,1,0.54,257,0,1,4,0,1,0,0,0,0,0,0,1,1.4,0.1,,2,0.9,0.5,25.00%,25.00%,50.00%,0.00%,50.00%,0.00%,0.00%,75.00%,0.00%,25.00%,0.00%,50.00%,50.00%,1,2,1,0,0,0,0,8,10,18,27.5,1,25.00%,0.41,-0.12,0.53,0.67,0.07,2.09,,0,0.16,0.04,95.8,33.30%,88.2,,,,,,,5.60%,88,,,,-0.2,-0.3,,,,1.5,,-1.93,-5.27,,,,148.71,,0.00%,77.80%,38.90%,,100.00%,100.00%,50.00%,40.00%,0.00%,4,106.6,2,50.00%
2023.5.20,NYY,@CIN,2,DH,,5,4,1,0,0,1,3,0,0,20.00%,0.00%,0.25,1,98.7,1,1,1.25,0.917,519,0,1,4,3,1,0,0,0,0,0,0,1,2.25,0.8,,3,2.5,1,75.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,1,0,3,0,0,0,0,10,11,21,14.1,2,50.00%,0.45,0,0.45,3.75,0.35,2.03,,0,0.24,-0.01,95,19.00%,84.3,19.00%,86.3,9.50%,82,14.30%,87,,,,,,1,0.8,0.8,0.1,-0.1,,,12.76,19.14,19.58,2.69,-3.56,,,0.00%,81.80%,42.90%,,66.70%,66.70%,52.40%,60.00%,14.30%,4,115.1,2,50.00%
2023.5.19,NYY,@CIN,2,CF-RF,,5,1,0,0,1,2,1,0,0,20.00%,40.00%,0.75,0,101.5,0.25,0.4,1,0.54,257,0,1,4,0,1,0,2,0,0,0,0,0.5,1.4,2.6,,2,0.9,0,0.00%,0.00%,100.00%,0.00%,50.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,50.00%,50.00%,0,2,0,0,0,0,0,12,13,25,47.8,1,50.00%,0.07,-0.04,0.11,0.28,0.03,0.51,,0,0.09,0.05,92.3,28.00%,81.4,,,4.00%,81,28.00%,86.3,,,,,,1.1,0.3,,-0.2,-0.3,,,10.79,4.54,,-22.29,-3.89,,,21.10%,66.70%,32.00%,0.00%,100.00%,50.00%,24.00%,80.00%,16.00%,2,109.6,1,50.00%
2023.5.18,NYY,@TOR,2,DH,,4,2,1,0,1,1,2,0,0,0.00%,25.00%,1,0.5,104.8,0.5,0.5,1.5,0.812,446,0,1,4,0,0,0,1,0,0,0,0,0,2,0.1,,2,1.6,0,33.30%,0.00%,66.70%,0.00%,50.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,33.30%,66.70%,0,2,1,0,0,0,0,4,7,11,27.3,2,66.70%,0.17,-0.05,0.22,1.58,0.16,1.07,,0,0.12,0.04,93.8,,,9.10%,87,9.10%,81,9.10%,89,,,,,,1.7,,-0.2,0.1,0,,,21.78,,-19.99,5.8,1.91,,,28.60%,100.00%,54.50%,100.00%,75.00%,83.30%,36.40%,75.00%,9.10%,3,110.3,2,66.70%
2023.5.17,NYY,@TOR,2,RF,,5,1,0,0,0,0,0,1,0,40.00%,20.00%,0,0.5,90.6,0.333,0.6,0.333,0.395,157,0,1,3,1,2,1,1,0,0,0,0,2,0.933,4.6,,1,0.3,2,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,50.00%,2,0,0,0,0,0,0,8,11,19,-26.4,0,0.00%,0.01,-0.05,0.06,0.1,0.01,2.13,,0,0.01,0,93.4,22.20%,87.3,11.10%,91,5.60%,70,16.70%,84.3,,,,,6.70%,0,0.3,0,0,0,,,-0.55,8.43,-2.08,3.64,-0.1,,,11.10%,66.70%,38.90%,100.00%,66.70%,71.40%,50.00%,60.00%,10.50%,2,90.6,0,0.00%
2023.5.16,NYY,@TOR,2,DH,,5,1,0,0,1,1,2,0,0,0.00%,60.00%,0.6,0,103.1,0.2,0.2,0.8,0.401,161,0,1,5,0,0,0,3,0,0,0,0,0,1,0.1,,1,0.3,1,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,50.00%,1,1,0,0,0,0,0,9,13,22,13.2,1,50.00%,0.26,-0.09,0.35,0.53,0.05,1.13,,0,0.04,0.2,95.8,13.60%,87,,,,,,,36.40%,87.9,,,,-0.7,1.1,,,,-0.1,,-6,35.47,,,,-0.8,,9.10%,81.80%,45.50%,0.00%,55.60%,50.00%,50.00%,80.00%,22.70%,2,113.1,1,50.00%
2023.5.15,NYY,@TOR,2,RF,,5,2,0,0,2,2,3,0,0,60.00%,0.00%,3,0,108.5,1,1,4,1.35,819,0,1,2,0,3,1,0,0,0,0,0,3,5,0.1,,5,4.3,0,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,100.00%,0,2,0,0,0,0,0,13,10,23,26.4,2,100.00%,0.17,0,0.17,3.71,0.38,0.47,,0,0.76,-0.4,93.7,73.90%,82.2,,,,,,,,,,,,1.6,1.9,,,,,,26.08,11.14,,,,,,17.60%,66.70%,30.40%,33.30%,75.00%,57.10%,26.10%,20.00%,13.00%,2,114.9,2,100.00%
2023.5.14,NYY,TBR,2,RF,,5,1,0,0,0,0,1,0,0,0.00%,40.00%,0,0.333,98.6,0.2,0.2,0.2,0.177,5,0,1,5,1,0,0,2,0,0,0,0,0,0.4,0.1,,0,-0.6,0.5,0.00%,33.30%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,33.30%,0.00%,66.70%,1,2,0,0,0,0,0,6,10,16,28.2,1,33.30%,-0.05,-0.1,0.05,0.34,0.04,1.06,,0,-0.05,0.01,92.2,12.50%,78.5,31.30%,88.4,25.00%,80,,,,,,,,0.5,-0.2,-0.4,-0.5,,,,10.63,-11.87,-7.94,-12.75,,,,25.00%,50.00%,37.50%,0.00%,75.00%,50.00%,50.00%,80.00%,18.80%,3,111.9,2,66.70%
2023.5.13,NYY,TBR,2,DH,,5,2,0,0,2,2,4,0,0,20.00%,20.00%,1.5,0,108.7,0.5,0.6,2,0.941,535,0,1,4,0,1,0,1,0,0,0,0,1,2.6,0.1,,3,2.6,0,0.00%,0.00%,100.00%,0.00%,66.70%,0.00%,0.00%,33.30%,33.30%,33.30%,0.00%,0.00%,100.00%,0,3,0,0,0,0,0,6,13,19,30.2,3,100.00%,0.46,-0.06,0.52,3.11,0.32,1.28,,0,0.34,0.02,95,26.30%,84.8,,,21.10%,83.5,15.80%,90,10.50%,86.5,,,,-0.2,2.8,,-0.2,-0.1,0.2,,-3.68,55.36,,-4.25,-2.63,11.74,,25.00%,63.60%,47.40%,0.00%,100.00%,77.80%,57.90%,80.00%,10.50%,3,113.5,3,100.00%
2023.5.12,NYY,TBR,2,RF,,4,0,0,0,0,1,0,0,0,25.00%,25.00%,0,0,74.2,0,0.25,0,0.174,4,0,1,3,0,1,0,1,0,0,0,1,1,0.25,2.6,,0,-0.5,1,0.00%,50.00%,50.00%,100.00%,0.00%,0.00%,0.00%,50.00%,0.00%,50.00%,50.00%,50.00%,0.00%,1,1,0,1,0,0,0,9,10,19,36.2,0,0.00%,-0.08,-0.15,0.07,-0.91,-0.09,1.44,,0,-0.06,0.01,90.3,36.80%,77,,,10.50%,76.5,15.80%,83.3,,,,,,-0.2,0.2,,-0.2,-0.9,,,-2.61,2.76,,-8.65,-28.87,,,28.60%,40.00%,31.60%,50.00%,100.00%,66.70%,26.30%,75.00%,10.50%,2,78.8,0,0.00%
2023.5.11,NYY,TBR,2,RF,,4,0,0,0,0,0,0,0,0,0.00%,75.00%,0,0,109.3,0,0,0,0,-100,0,1,4,0,0,0,3,0,0,0,0,0,0,0.1,,-1,-1.1,1,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,1,0,0,0,0,0,0,7,13,20,-1.9,0,0.00%,-0.05,-0.05,0,-0.81,-0.08,0.49,,0,-0.09,-0.01,96.2,25.00%,86,30.00%,89.7,,,,,,,,,,-0.5,-0.5,-0.1,,,,,-5.89,-9.22,-0.97,,,,,33.30%,62.50%,45.00%,50.00%,80.00%,66.70%,40.00%,75.00%,15.00%,1,109.3,1,100.00%
2023.5.10,NYY,OAK,2,DH,,5,3,1,0,0,2,0,0,0,20.00%,20.00%,0.25,1,99.8,0.75,0.8,1,0.741,397,0,1,4,2,1,0,1,0,0,0,0,1,1.8,2.6,,2,1.8,0,66.70%,0.00%,33.30%,0.00%,0.00%,0.00%,0.00%,33.30%,33.30%,33.30%,0.00%,66.70%,33.30%,0,1,2,0,0,0,0,13,13,26,21.3,1,33.30%,0.06,-0.01,0.06,1.29,0.13,0.3,,0,0.1,0.09,94.1,15.40%,87.5,,,11.50%,81.3,11.50%,87.3,,,,,26.30%,1.6,-0.3,,0.2,0.3,,,9.84,-8.01,,5.38,11.64,,,12.50%,60.00%,30.80%,50.00%,83.30%,75.00%,38.50%,80.00%,7.70%,3,115.2,2,66.70%
2023.5.9,NYY,OAK,2,RF,,5,0,0,0,0,1,2,0,0,20.00%,0.00%,0,0,90.1,0,0.2,0,0.139,-20,0,1,3,0,1,0,0,0,1,0,0,1,0.2,2.6,,0,-0.7,1,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,0.00%,50.00%,25.00%,25.00%,0.00%,25.00%,75.00%,2,2,0,0,1,0,0,11,10,21,15.3,1,25.00%,0.06,-0.02,0.08,0.41,0.04,0.68,,0,0.01,0.08,90.7,38.10%,84,,,4.80%,80,,,,,,,,0.3,0.1,,0,,,,2.6,1.6,,4.6,,,,15.40%,50.00%,28.60%,100.00%,100.00%,100.00%,38.10%,60.00%,0.00%,4,109.3,1,25.00%
2023.4.27,NYY,@TEX,2,RF,,2,0,0,0,0,0,0,0,0,0.00%,100.00%,0,0,,0,0,0,0,-100,0,1,2,0,0,0,2,0,0,0,0,0,0,0.1,,0,-0.5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,0,0,0,0,0,0,0,3,7,10,,0,,-0.06,-0.06,0,-0.99,-0.1,1.04,,0,-0.06,0,93,,,,,,,30.00%,85,,,,,13.00%,-0.5,,,,0,,,-7.7,,,,-0.61,,,57.10%,66.70%,60.00%,25.00%,50.00%,33.30%,30.00%,100.00%,40.00%,0,,0,
2023.4.26,NYY,@MIN,2,DH,,5,3,2,0,0,1,3,0,1,20.00%,20.00%,0.5,1,102.4,0.75,0.8,1.25,0.813,447,0,1,4,1,1,0,1,0,0,0,0,1,2.05,3.4,,3,2.1,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,66.70%,33.30%,0,0,3,0,0,0,0,10,13,23,15.9,1,33.30%,0.15,-0.02,0.17,2.16,0.22,0.54,,0,0.1,0.18,91.7,39.10%,82.1,,,8.70%,76.5,39.10%,84.1,,,,,,-0.1,1.2,,0.2,0.8,,,-2.63,12.86,,10.24,8.82,,,28.60%,77.80%,47.80%,50.00%,57.10%,54.50%,39.10%,40.00%,21.70%,3,107.1,3,100.00%
2023.4.25,NYY,@MIN,3,CF,,4,1,0,0,0,1,0,0,0,0.00%,0.00%,0,0.25,96.5,0.25,0.25,0.25,0.221,36,0,1,4,1,0,0,0,0,0,0,0,0,0.5,2.6,,0,-0.3,2,25.00%,50.00%,25.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,50.00%,2,1,1,0,0,0,0,0,4,4,9,0,0.00%,0.04,-0.03,0.07,0.14,0.01,1.03,,0,0.01,0.03,95,,,,,,,,,50.00%,82.5,,,,0.2,,,,,-0.6,,12.44,,,,,-30.03,,,100.00%,100.00%,,100.00%,100.00%,100.00%,100.00%,0.00%,4,104.7,2,50.00%
2023.4.24,NYY,@MIN,2,DH,,4,1,1,0,0,0,0,0,0,0.00%,25.00%,0.25,0.333,97.1,0.25,0.25,0.5,0.311,99,0,1,4,0,0,0,1,0,0,0,0,0,0.75,0.1,,0,0,0.5,0.00%,33.30%,66.70%,0.00%,0.00%,100.00%,0.00%,33.30%,0.00%,66.70%,0.00%,66.70%,33.30%,1,2,0,0,1,0,0,8,13,21,24.3,1,33.30%,0.02,-0.03,0.05,0.36,0.04,0.51,,0,0.05,-0.01,92.8,42.90%,86.7,28.60%,88.8,,,9.50%,89,,,,,,0.6,0.2,-0.3,,0.1,,,15.47,2.28,-4.58,,6.25,,,16.70%,100.00%,52.40%,0.00%,100.00%,81.80%,42.90%,50.00%,9.50%,3,102.6,2,66.70%
2023.4.23,NYY,TOR,2,RF,,4,0,0,0,0,0,0,0,0,0.00%,25.00%,0,0,90.9,0,0,0,0,-100,0,1,4,0,0,0,1,0,0,0,0,0,0,0.1,,-1,-1.1,1,33.30%,33.30%,33.30%,0.00%,0.00%,0.00%,0.00%,33.30%,33.30%,33.30%,33.30%,33.30%,33.30%,1,1,1,0,0,0,0,3,10,13,-5.2,0,0.00%,-0.05,-0.05,0,-0.65,-0.07,0.54,,0,-0.1,0,90,,,,,,,,,38.50%,84,,,,-0.6,,,,,-0.5,,-7.13,,,,,-9.24,,50.00%,80.00%,61.50%,75.00%,100.00%,87.50%,38.50%,100.00%,7.70%,3,101.2,2,66.70%
2023.4.22,NYY,TOR,2,CF,,4,0,0,0,0,0,0,0,0,0.00%,25.00%,0,0,90.5,0,0,0,0,-100,0,1,4,0,0,0,1,0,0,0,0,0,0,0.1,,-1,-1.1,1,33.30%,33.30%,33.30%,0.00%,0.00%,0.00%,0.00%,33.30%,0.00%,66.70%,33.30%,0.00%,66.70%,1,1,1,0,0,0,0,5,11,16,12.9,1,33.30%,-0.1,-0.1,0,-0.96,-0.1,0.91,,0,-0.11,0,93.3,43.80%,82.3,12.50%,89.5,,,,,,,,,,-0.3,-0.4,-0.3,,,,,-4.85,-5.29,-16.12,,,,,22.20%,85.70%,50.00%,50.00%,50.00%,50.00%,43.80%,25.00%,25.00%,3,105.2,2,66.70%
2023.4.21,NYY,TOR,2,RF,,4,1,0,0,0,0,0,0,0,0.00%,50.00%,0,0.5,92.7,0.25,0.25,0.25,0.221,36,0,1,4,1,0,0,2,0,0,0,0,0,0.5,0.1,,0,-0.3,1,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,1,0,0,0,0,7,11,18,-3.8,1,50.00%,-0.08,-0.09,0.01,-0.44,-0.05,0.97,,0,-0.03,-0.06,94.8,44.40%,89.5,,,,,,,33.30%,89,,,,0.5,-0.6,,,,-0.2,,12.68,-7.8,,,,-2.99,,50.00%,50.00%,50.00%,60.00%,100.00%,77.80%,44.40%,50.00%,11.10%,2,111.2,1,50.00%
