Date,Team,Opp,BO,Pos,divider,PA,H,2B,3B,HR,R,RBI,SB,CS,BB%,K%,ISO,BABIP,EV,AVG,OBP,SLG,wOBA,wRC+,type,G,AB,1B,BB,IBB,SO,HBP,SF,SH,GDP,BB/K,OPS,Spd,wSB,wRC,wRAA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,GB,FB,LD,IFFB,IFH,BU,BUH,Balls,Strikes,Pitches,LA,Barrels,Barrel%,WPA,#NAME?,#NAME?,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,Events,maxEV,HardHit,HardHit%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0,0,3,0,0,0,0,5,13,18,17,0,0.00%,-0.04,-0.1,0.06,-0.3,-0.03,1.08,,0,0,-0.04,92.9,5.60%,88,,,,,27.80%,84.2,16.70%,81.7,,,,0.7,0,,,-0.3,-0.2,,8.13,-4.16,,,-6.57,-7.91,,37.50%,80.00%,61.10%,66.70%,75.00%,72.70%,55.60%,80.00%,16.70%,3,110.3,1,33.30%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40.00%,0.00%,60.00%,0.00%,33.30%,0.00%,0.00%,0.00%,80.00%,20.00%,0.00%,60.00%,40.00%,0,3,2,0,0,0,0,2,7,9,30.4,2,40.00%,0.06,-0.01,0.07,2.57,0.26,0.34,,0,0.28,-0.11,94.7,33.30%,86.3,22.20%,89.5,11.10%,77,,,,,,,,1.6,1.1,-0.1,0,,,,53.55,35.96,-5.32,3.64,,,,33.30%,100.00%,77.80%,100.00%,100.00%,100.00%,66.70%,60.00%,0.00%,5,113.1,3,60.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,2,0,0,0,0,0,0,5,7,12,0.1,0,0.00%,0.04,-0.04,0.08,0.31,0.03,0.87,,0,0.03,0.01,93,,,,,,,,,25.00%,83.3,,,,0.4,,,,,-0.1,,3.96,,,,,-1.72,,0.00%,57.10%,33.30%,,100.00%,100.00%,58.30%,75.00%,0.00%,2,104,2,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,75.00%,25.00%,0.00%,0.00%,0.00%,0.00%,75.00%,0.00%,25.00%,25.00%,75.00%,0.00%,3,1,0,0,0,0,0,5,12,17,-1.7,0,0.00%,-0.15,-0.15,0,-0.97,-0.1,1.47,,0,-0.1,0,94.8,11.80%,75,,,47.10%,81.8,11.80%,87,,,,,,-0.4,-0.3,,-0.1,-0.1,,,-8.43,-13.22,,-1.82,-5.37,,,44.40%,62.50%,52.90%,50.00%,60.00%,55.60%,47.10%,75.00%,23.50%,4,96.9,1,25.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,50.00%,50.00%,50.00%,0.00%,1,1,0,0,0,0,0,4,7,11,0.9,0,0.00%,-0.07,-0.07,0,-0.54,-0.06,0.95,,0,-0.07,0,94,,,36.40%,91,18.20%,82.5,18.20%,88,,,,,,0,,-0.6,-0.2,0,,,1.05,,-14.65,-8.91,-1.76,,,42.90%,50.00%,45.50%,33.30%,100.00%,60.00%,36.40%,66.70%,18.20%,2,90.5,0,0.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,2,0,0,0,0,0,0,10,11,21,-5,0,0.00%,-0.07,-0.12,0.05,-0.5,-0.05,1.18,,0,-0.03,-0.02,95.8,28.60%,86.7,4.80%,89,14.30%,82.3,14.30%,82,,,,,,-0.4,0.3,0,0.1,-0.2,,,-5.27,5.44,-4.16,4.17,-6.11,,,33.30%,50.00%,38.10%,60.00%,33.30%,50.00%,28.60%,60.00%,19.00%,2,94.4,0,0.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,100.00%,0.00%,50.00%,0.00%,0.00%,50.00%,0.00%,50.00%,0.00%,50.00%,50.00%,0,2,0,0,0,0,0,5,10,15,36.3,1,50.00%,0,-0.04,0.04,0.33,0.03,0.46,,0,0.22,-0.22,93.9,20.00%,84,6.70%,92,6.70%,84,6.70%,87,,,,,,-0.7,1.4,0,-0.2,0.1,,,-8.29,47.69,3.64,-19.99,5.8,,,50.00%,80.00%,60.00%,60.00%,75.00%,66.70%,33.30%,50.00%,20.00%,2,115.4,1,50.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,100.00%,0,1,1,0,0,0,0,5,13,18,17,1,50.00%,-0.14,-0.14,0,-0.91,-0.09,1.4,,0,-0.1,0,95.9,,,,,,,33.30%,83.8,11.10%,85.5,,,,-0.5,,,,-0.3,-0.3,,-5.43,,,,-5.34,-13.1,,54.50%,57.10%,55.60%,33.30%,100.00%,60.00%,38.90%,75.00%,22.20%,2,99.6,2,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,1,1,0,0,0,0,0,11,6,17,11,1,50.00%,0.07,-0.02,0.08,1.35,0.13,0.58,,0,0.14,-0.03,91.2,70.60%,84.6,,,,,,,,,,,,0.3,1.4,,,,,,5.19,11.99,,,,,,16.70%,60.00%,29.40%,50.00%,66.70%,60.00%,29.40%,25.00%,11.80%,2,115.1,2,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0,1,0,0,0,0,0,7,12,19,26.6,1,100.00%,0.06,-0.04,0.1,1.74,0.17,1.08,,0,0.05,0,97.2,52.60%,85.8,10.50%,90,,,5.30%,85,,,,,21.10%,0.2,1,-0.1,,0,,,3.06,10.49,-4.9,,1.91,,,33.30%,85.70%,52.60%,0.00%,66.70%,40.00%,36.80%,60.00%,31.60%,1,111.3,1,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33.30%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,66.70%,0.00%,0.00%,33.30%,66.70%,2,0,1,0,0,0,0,11,15,26,1.7,0,0.00%,0.06,-0.02,0.08,0.87,0.09,0.35,,0,0.16,0,94.7,19.20%,85.8,,,,,30.80%,85.3,,,,,,0.3,-0.2,,,1.4,,,2.08,-3.08,,,17.09,,,42.10%,71.40%,50.00%,62.50%,80.00%,69.20%,26.90%,40.00%,15.40%,3,102.2,2,66.70%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.00%,33.30%,66.70%,0.00%,100.00%,0.00%,0.00%,33.30%,33.30%,33.30%,0.00%,0.00%,100.00%,1,2,0,0,0,0,0,10,8,18,20.8,2,66.70%,0.26,0,0.26,2.78,0.27,0.66,,0,0.41,-0.02,95.6,5.60%,81,,,5.60%,75,11.10%,88.5,11.10%,88.5,,,,2,0.1,,-0.1,0.1,1.4,,17.04,5.8,,-5.1,4.12,72.01,,0.00%,50.00%,16.70%,,100.00%,100.00%,33.30%,25.00%,0.00%,3,110.8,3,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,1,0,0,0,0,0,9,12,21,36,1,100.00%,0.19,-0.05,0.24,1.2,0.12,1.48,,0,0.14,-0.01,96,38.10%,85.9,,,9.50%,83.5,4.80%,73,,,,,,-0.3,1.5,,0,-0.1,,,-2.96,18.41,,2.3,-5.63,,,30.80%,50.00%,38.10%,75.00%,75.00%,75.00%,38.10%,75.00%,9.50%,1,113,1,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.00%,50.00%,25.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,50.00%,2,1,1,0,0,0,0,4,8,12,14.8,1,25.00%,0.08,-0.07,0.16,0.97,0.08,1.29,,0,0.07,0,93.4,41.70%,85,,,16.70%,78.5,,,,,,,,0.9,0.2,,-0.1,,,,18.5,4.63,,-4.52,,,,42.90%,60.00%,50.00%,66.70%,100.00%,83.30%,41.70%,25.00%,8.30%,4,113.7,2,50.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40.00%,40.00%,20.00%,0.00%,0.00%,0.00%,0.00%,40.00%,40.00%,20.00%,20.00%,40.00%,40.00%,2,1,2,0,0,0,0,7,19,26,6.1,0,0.00%,-0.04,-0.07,0.03,-1.57,-0.13,0.43,,0,-0.08,-0.02,93.8,3.80%,84,7.70%,90.5,,,34.60%,85.2,,,,,,-0.7,0,-0.3,,-0.7,,,-4.96,0,-13.69,,-7.39,,,38.50%,84.60%,61.50%,80.00%,81.80%,81.30%,50.00%,42.90%,11.50%,5,104.2,1,20.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,25.00%,25.00%,50.00%,0.00%,50.00%,0.00%,0.00%,75.00%,25.00%,0.00%,0.00%,0.00%,100.00%,1,2,1,0,0,0,0,7,10,17,22.8,2,50.00%,0.05,-0.11,0.16,0.45,0.04,1.23,,0,0.12,-0.08,90,29.40%,84.8,,,23.50%,82.5,5.90%,88,,,,,,2.2,-0.6,,0,0.5,,,30.94,-11.16,,0.3,47.35,,,22.20%,75.00%,47.10%,50.00%,100.00%,87.50%,47.10%,100.00%,5.90%,4,115.5,4,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,66.70%,0.00%,100.00%,0.00%,0,3,0,0,0,0,0,8,8,16,48.4,0,0.00%,-0.1,-0.12,0.02,-0.48,-0.05,1.32,,0,-0.04,-0.03,95,37.50%,86.8,43.80%,95,,,,,,,,,,-0.2,-0.5,0.2,,,,,-7.32,-7.86,3.15,,,,,11.10%,71.40%,37.50%,100.00%,60.00%,66.70%,43.80%,75.00%,12.50%,3,100.1,2,66.70%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,50.00%,50.00%,0,2,0,0,0,0,0,4,9,13,37.8,1,50.00%,-0.12,-0.12,0,-0.91,-0.09,1.16,,0,-0.1,0,94,46.20%,88,,,,,,,,,,,,-0.7,-0.4,,,,,,-9.82,-6.65,,,,,,50.00%,71.40%,61.50%,0.00%,100.00%,62.50%,53.80%,75.00%,23.10%,2,102.6,2,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,1,1,0,0,0,0,0,7,10,17,12.2,1,50.00%,0.14,-0.04,0.18,0.89,0.08,0.83,,0,0.03,0.14,91.2,11.80%,83,,,23.50%,70.5,29.40%,86,,,,,,-0.1,-0.2,,1.1,-0.2,,,-2.3,-9.04,,26.95,-3.04,,,30.00%,71.40%,47.10%,66.70%,80.00%,75.00%,41.20%,50.00%,11.80%,2,117.1,2,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.00%,50.00%,25.00%,0.00%,100.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,25.00%,75.00%,2,1,1,0,0,0,0,8,7,15,15,1,25.00%,-0.01,-0.06,0.05,0.52,0.05,1.45,,0,0.12,-0.13,96.5,20.00%,86.7,20.00%,88.3,,,20.00%,87,,,,,,0.1,-0.1,0,,0.8,,,2.38,-3.05,-0.25,,28.09,,,11.10%,83.30%,40.00%,100.00%,100.00%,100.00%,40.00%,60.00%,0.00%,4,110,2,50.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,50.00%,50.00%,0.00%,50.00%,1,0,1,0,0,0,0,11,8,19,-6.9,0,0.00%,0.06,-0.03,0.09,0.66,0.06,0.83,,0,0.05,0.02,94.5,26.30%,84.2,,,5.30%,79,15.80%,88.7,10.50%,87.5,,,,0.8,0,,0,0,0.1,,9.39,0.76,,3.87,-1.56,7.29,,18.20%,25.00%,21.10%,100.00%,100.00%,100.00%,42.10%,40.00%,0.00%,2,106.1,1,50.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,100.00%,1,1,0,0,0,0,0,8,8,16,6.9,1,50.00%,0.24,-0.02,0.26,2.44,0.24,1.2,,0,0.16,0.04,97,6.30%,87,18.80%,90.7,,,,,62.50%,87.8,,,,0,1.4,0.4,,,0,,-1.61,138.92,13.76,,,0.4,,9.10%,60.00%,25.00%,0.00%,100.00%,75.00%,31.30%,75.00%,6.30%,2,109.4,2,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.30%,33.30%,33.30%,0.00%,100.00%,0.00%,0.00%,33.30%,0.00%,66.70%,0.00%,66.70%,33.30%,1,1,1,0,0,0,0,11,12,23,12.4,1,33.30%,0,-0.06,0.06,1.63,0.16,0.82,,0,0.06,-0.06,93.9,43.50%,84.1,,,,,,,,,,,,1.5,0.2,,,,,,11.68,1.76,,,,,,0.00%,66.70%,34.80%,,62.50%,62.50%,52.20%,80.00%,13.00%,3,116.1,1,33.30%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,50.00%,1,0,1,0,0,0,0,12,8,20,10.4,1,50.00%,0.1,0,0.1,1.23,0.12,0.73,,0,0.18,-0.04,92.7,,,30.00%,87.3,,,50.00%,86.7,5.00%,84,,,20.00%,0.2,,0.2,,1.5,0,,5.18,,4.11,,14.91,0,,29.40%,33.30%,30.00%,60.00%,100.00%,66.70%,15.00%,40.00%,10.00%,2,112.5,1,50.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.00%,25.00%,75.00%,0.00%,66.70%,0.00%,0.00%,25.00%,25.00%,50.00%,25.00%,25.00%,50.00%,1,3,0,0,0,0,0,7,12,19,5.2,2,50.00%,0.38,-0.12,0.5,1.68,0.16,1.72,,0,0.22,0,92,15.80%,82.7,10.50%,91,,,42.10%,85.5,5.30%,88,,,,1.5,-0.3,1.3,,0,0,,30.47,-9.93,66.25,,0.3,-4.16,,12.50%,90.90%,57.90%,0.00%,70.00%,63.60%,57.90%,83.30%,21.10%,4,114.1,2,50.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,50.00%,50.00%,2,0,2,0,0,0,0,1,11,12,8.4,0,0.00%,0,-0.04,0.04,1,0.1,0.47,,0,0.06,-0.05,93.3,25.00%,86.7,8.30%,88,8.30%,78,8.30%,80,25.00%,85.3,,,,-0.3,0.2,0.5,-0.1,0,0.5,,-8.4,7.8,51.51,-5.1,-4.16,17.48,,66.70%,55.60%,58.30%,50.00%,80.00%,71.40%,75.00%,80.00%,16.70%,4,108.2,3,75.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,100.00%,0.00%,50.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,50.00%,0,2,0,0,0,0,0,7,13,20,40.6,1,50.00%,0.08,-0.1,0.18,0.82,0.08,1.08,,0,0.14,-0.07,95.4,50.00%,85.2,,,,,,,,,,,,-0.4,1,,,,,,-3.81,9.6,,,,,,42.90%,50.00%,45.00%,33.30%,66.70%,44.40%,30.00%,50.00%,25.00%,2,104.2,2,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.00%,50.00%,25.00%,0.00%,100.00%,0.00%,0.00%,25.00%,25.00%,50.00%,0.00%,75.00%,25.00%,2,1,1,0,0,0,0,4,10,14,-2.7,1,25.00%,0.27,-0.01,0.28,2.19,0.21,0.82,,0,0.29,0.04,96.5,30.80%,88.3,,,7.70%,85,30.80%,88,,,,,7.10%,0.6,0.4,,0,1.4,,,14.29,10.87,,0,34.22,,,50.00%,85.70%,69.20%,66.70%,100.00%,88.90%,53.80%,75.00%,7.10%,4,112.9,3,75.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.30%,33.30%,33.30%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,33.30%,66.70%,0.00%,1,1,1,0,0,0,0,9,15,24,14.4,0,0.00%,-0.09,-0.11,0.02,-1.32,-0.13,0.94,,0,-0.09,-0.01,93.8,4.20%,85,12.50%,88.7,45.80%,79.4,,,,,,,,-0.4,-0.1,0.1,-0.2,,,,-4.17,-6.42,3.64,-2.21,,,,35.70%,80.00%,54.20%,60.00%,62.50%,61.50%,41.70%,,20.80%,3,92.2,0,0.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.30%,33.30%,33.30%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,33.30%,33.30%,33.30%,1,1,1,0,0,0,0,10,12,22,6,1,33.30%,0.04,-0.04,0.08,-0.68,-0.07,0.75,,0,0.02,0.03,93.4,,,22.70%,91.4,18.20%,81.8,4.50%,87,9.10%,84.5,,,,0.6,,-0.3,0.2,0,-0.2,,5.78,,-5.57,5.75,3.64,-11.86,,29.40%,80.00%,40.90%,60.00%,75.00%,66.70%,22.70%,60.00%,13.60%,3,109.4,1,33.30%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,100.00%,1,1,0,0,0,0,0,11,9,20,16,1,50.00%,0.09,-0.02,0.1,1.39,0.14,1.11,,0,0.11,-0.03,95.7,36.80%,82.6,10.50%,89,,,15.80%,85.3,,,,,5.00%,-0.4,0.6,1.4,,0.1,,,-5.15,9.11,68.65,,2.43,,,16.70%,85.70%,42.10%,100.00%,66.70%,75.00%,36.80%,50.00%,10.00%,2,103,1,50.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,50.00%,25.00%,25.00%,0.00%,75.00%,25.00%,2,2,0,0,0,0,0,7,9,16,14.9,0,0.00%,0.22,-0.07,0.29,0.51,0.05,1.1,,0,0.08,0.12,91.5,,,6.30%,88,25.00%,74.8,43.80%,81.6,,,,,,0.2,,-0.1,0.6,-0.7,,,5.27,,-6.42,15.66,-10.19,,,12.50%,62.50%,37.50%,100.00%,60.00%,66.70%,50.00%,25.00%,12.50%,4,97,1,25.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20.00%,60.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,80.00%,20.00%,0.00%,60.00%,40.00%,3,1,1,0,0,0,0,8,13,21,5.6,1,20.00%,0.27,-0.02,0.28,3.98,0.4,0.72,,0,0.25,0.13,93.9,14.30%,80,,,,,4.80%,83,19.00%,89.8,,,,1.2,0,,,0,0.8,,9.46,-1.33,,,1.91,19.66,,30.80%,62.50%,42.90%,50.00%,100.00%,77.80%,38.10%,40.00%,9.50%,5,111.2,3,60.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0,2,0,0,0,0,0,9,12,21,33.9,0,0.00%,-0.09,-0.11,0.01,-0.85,-0.09,0.94,,0,-0.06,-0.04,95.6,4.80%,88,33.30%,84.7,19.00%,74.8,,,,,,,,-0.2,-0.3,-0.5,0.2,,,,-2.28,-26.44,-7.77,6.24,,,,30.80%,75.00%,47.60%,50.00%,66.70%,60.00%,38.10%,80.00%,19.00%,2,86.7,0,0.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,66.70%,33.30%,100.00%,0.00%,0.00%,0.00%,66.70%,0.00%,33.30%,33.30%,66.70%,0.00%,2,1,0,1,0,0,0,2,12,14,24.4,0,0.00%,-0.11,-0.14,0.04,-1.03,-0.1,1.35,,0,-0.07,-0.01,97,50.00%,87.6,,,7.10%,84,28.60%,87.8,,,,,,-0.2,0,,-0.2,-0.2,,,-11.24,0.4,,-23.86,-3.92,,,62.50%,100.00%,78.60%,40.00%,83.30%,63.60%,42.90%,100.00%,28.60%,3,107.1,2,66.70%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,100.00%,0.00%,66.70%,0.00%,0.00%,33.30%,66.70%,0.00%,0.00%,33.30%,66.70%,0,3,0,0,0,0,0,8,9,17,34.4,2,66.70%,0.19,-0.02,0.21,3.45,0.34,0.55,,0,0.28,0.07,92.5,23.50%,85,11.80%,90.5,5.90%,73,23.50%,85.5,,,,,,2.7,0.1,-0.1,0.3,-0.1,,,45.7,1.82,-6.73,27.63,-3,,,20.00%,85.70%,47.10%,100.00%,83.30%,87.50%,41.20%,50.00%,5.90%,3,111.8,3,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,100.00%,0.00%,33.30%,0.00%,0.00%,33.30%,66.70%,0.00%,0.00%,33.30%,66.70%,0,3,0,0,0,0,0,5,10,15,39.6,1,33.30%,0.08,-0.04,0.12,0.35,0.04,0.67,,0,0.03,0.09,93.5,46.70%,82.6,,,,,26.70%,81.8,,,,,,1.1,-0.3,,,-0.3,,,28.62,-3.96,,,-7.15,,,44.40%,83.30%,60.00%,50.00%,80.00%,66.70%,40.00%,50.00%,20.00%,3,110.2,3,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,50.00%,50.00%,100.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,50.00%,50.00%,0.00%,1,1,0,1,0,0,0,7,13,20,27.8,0,0.00%,-0.05,-0.09,0.04,-1.14,-0.11,0.84,,0,-0.08,0.02,95.6,5.00%,88,,,,,35.00%,89.4,,,,,,-0.6,-0.2,,,0,,,-4.81,-19.99,,,-0.69,,,56.30%,100.00%,65.00%,44.40%,50.00%,46.20%,20.00%,40.00%,35.00%,2,96.5,1,50.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,0,1,0,0,0,0,9,11,20,8.5,0,0.00%,-0.08,-0.12,0.05,-0.42,-0.04,1.47,,0,-0.04,-0.01,98,35.00%,85.3,,,15.00%,81.7,5.00%,92,,,,,,0.3,-0.3,,-0.4,0,,,3,-4.19,,-12.51,3.64,,,30.80%,71.40%,45.00%,25.00%,40.00%,33.30%,35.00%,50.00%,30.00%,1,109.6,1,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.00%,50.00%,25.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,50.00%,0.00%,100.00%,0.00%,2,1,1,0,0,0,0,8,6,14,-0.4,0,0.00%,-0.16,-0.25,0.09,-1.32,-0.13,1.96,,0,-0.07,-0.01,95.5,14.30%,88.5,,,,,57.10%,91.1,,,,,,-0.3,0.1,,,-1.1,,,-8.42,4.72,,,-14.34,,,33.30%,100.00%,42.90%,75.00%,100.00%,83.30%,14.30%,20.00%,7.10%,4,92.4,0,0.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,50.00%,50.00%,0.00%,50.00%,1,1,0,0,0,0,0,4,9,13,15.6,0,0.00%,-0.14,-0.14,0,-1.28,-0.13,1.09,,0,-0.13,0,96.6,53.80%,85.3,,,,,7.70%,87,,,,,,-0.9,-0.7,,,-0.1,,,-17.81,-9.65,,,-6.42,,,55.60%,75.00%,61.50%,40.00%,66.70%,50.00%,30.80%,50.00%,30.80%,2,96.2,1,50.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.00%,33.30%,66.70%,0.00%,50.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,33.30%,66.70%,1,2,0,0,0,0,0,4,10,14,25.6,1,33.30%,0.03,-0.01,0.04,0.61,0.06,0.19,,0,0.09,0.06,95.5,,,21.40%,87,35.70%,79.8,14.30%,85.5,,,,,,-0.4,,1.3,-0.2,0,,,-10.43,,43.2,-4.86,-0.73,,,42.90%,28.60%,35.70%,33.30%,100.00%,60.00%,50.00%,75.00%,14.30%,3,112.6,2,66.70%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,66.70%,33.30%,0.00%,0.00%,50.00%,0.00%,66.70%,0.00%,33.30%,0.00%,100.00%,0.00%,2,1,0,0,1,0,0,2,10,12,-5.5,0,0.00%,0,-0.03,0.02,-0.34,-0.03,0.39,,0,-0.04,0.03,95.4,33.30%,84.3,,,,,25.00%,87.7,,,,,,-0.3,-0.1,,,0.2,,,-6.71,-3.01,,,5.78,,,75.00%,75.00%,75.00%,66.70%,83.30%,77.80%,66.70%,100.00%,16.70%,3,91.3,0,0.00%
